book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,book_idx
164,15745753,15745753,17225055,103,1250012570,9781250012580.0,Rainbow Rowell,2013.0,Eleanor & Park,Eleanor & Park,eng,4.11,514312,579753,53005,12904,26371,94470,196224,249784,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg,-0.4041984,0.33866948,-0.58709294,0.5360818,0.57734144,0.43339288,0.3988663,0.61238515,0.31624317,-0.58874285,0.43962395,-0.50702655,0.59038216,-0.4881728,0.58466744,-0.5545168,-0.61185634,0.55972135,0.52906287,-0.5308624,-0.52048534,-0.48217583,0.5379917,-0.503196,0.5987232,-0.64633185,0.4529342,0.57957584,0.3329177,-0.53210425,0.57365745,-0.3222094,163
165,13497,13497,1019062,176,055358202X,9780553582020.0,George R.R. Martin,2005.0,A Feast for Crows,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,428186,481130,18876,3170,18574,94401,175973,189012,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg,-0.34738725,0.002791155,-0.6005271,0.5750698,0.5590993,0.502496,0.44177833,0.58460134,0.38766348,-0.62327987,0.60248256,-0.56593513,0.54252815,-0.48335406,0.6219329,-0.5663494,-0.6143065,0.5923737,0.5522202,-0.5997066,-0.3689639,-0.5196475,0.46484372,-0.5616389,0.57281584,-0.67443186,0.4471645,0.6257411,0.67197645,-0.32394212,0.5997393,-0.033974063,164
166,7735333,7735333,9631645,84,525423648,9780525423640.0,Ally Condie,2010.0,Matched,"Matched (Matched, #1)",eng,3.68,511815,530680,30226,24343,53804,138030,165412,149091,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg,-0.46349052,0.65630704,-0.44761235,0.4352069,0.46724612,0.48336616,0.506492,0.4750139,0.46545464,-0.48365417,0.46829218,-0.46965778,0.45891997,-0.39091182,0.51156014,-0.47831622,-0.4888847,0.45946258,0.46784827,-0.42456585,-0.520573,-0.34351036,0.36104175,-0.43925643,0.460895,-0.48520538,0.32130283,0.5047128,0.7259777,-0.35600907,0.4798978,-0.05044252,165
167,4407,30165203,1970226,196,747263744,9780747263750.0,Neil Gaiman,2001.0,American Gods,"American Gods (American Gods, #1)",eng,4.11,378019,518343,27587,9888,24944,83253,178346,221912,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg,-0.38143525,-0.6659276,-0.61146307,0.5639715,0.59593743,0.45193493,0.4853093,0.6089148,0.456807,-0.6159141,0.59307104,-0.61395705,0.5152283,-0.5418487,0.62809473,-0.61148727,-0.6236423,0.6087301,0.55504394,-0.5554848,-0.41263652,-0.49999017,0.4847207,-0.61419547,0.499741,-0.6803657,0.49959162,0.59093654,-0.27280813,-0.48263302,0.54454255,-0.17726465,166
168,149267,149267,1742269,195,385199570,9780385199580.0,"Stephen King, Bernie Wrightson",1978.0,The Stand,The Stand,en-US,4.34,438832,469953,13808,5647,13612,56722,134098,259874,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg,-0.30358863,-0.19590794,-0.5765646,0.6300018,0.55578023,0.38058895,0.26384956,0.6265732,0.25342324,-0.68700606,0.55991036,-0.66927826,0.57709193,-0.43194225,0.6488954,-0.57563984,-0.6865798,0.6158184,0.5912565,-0.57056767,-0.43578428,-0.5905943,0.5566887,-0.5969943,0.6527319,-0.6943279,0.49306095,0.65124655,0.4151798,-0.46004403,0.6096911,-0.23461202,167
169,6400090,6400090,6588800,95,446547565,9780446547570.0,Nicholas Sparks,2008.0,The Last Song,The Last Song,en-GB,4.14,424637,438429,11051,7253,17803,77712,140241,195420,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg,-0.49381873,0.8106591,-0.4701032,0.4783087,0.4739163,0.5220522,0.579776,0.50688624,0.5518436,-0.532234,0.5155476,-0.4611079,0.45724994,-0.34714845,0.52160573,-0.50500417,-0.56341684,0.5162002,0.52554893,-0.4953128,-0.5268875,-0.43516195,0.39956087,-0.4394542,0.48827723,-0.537206,0.33799213,0.49768457,0.7856923,-0.37143996,0.45459318,-0.3485829,168
170,11125,11125,40195,185,552151696,9780552151700.0,Dan Brown,1998.0,Digital Fortress,Digital Fortress,en-GB,3.6,423019,447503,7538,16592,47507,136196,144029,103179,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg,-0.3088858,1.0625597,-0.4058651,0.45623514,0.3769833,0.378632,0.36311826,0.45678377,0.35549095,-0.49426767,0.37444428,-0.43641704,0.4422982,-0.33943823,0.42227957,-0.43035603,-0.470033,0.4617409,0.4568024,-0.41848072,-0.3799299,-0.3318434,0.36694506,-0.39690557,0.43250486,-0.43682814,0.2686534,0.40684313,1.2262336,-0.27088442,0.44157895,-0.22171079,169
171,6969,6969,3360164,1710,141439580,9780141439590.0,"Jane Austen, Fiona Stafford",1815.0,Emma,Emma,eng,3.99,459826,497949,11724,11386,25777,102144,178238,180404,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg,-0.44460338,0.6040701,-0.5919608,0.55373085,0.5737757,0.35237348,0.032772515,0.6533997,-0.0033752036,-0.60815245,0.31512898,-0.52616125,0.6128485,-0.496969,0.5751777,-0.519721,-0.63347024,0.5980573,0.60298866,-0.55879796,-0.41585058,-0.5713717,0.5951443,-0.4487442,0.62450427,-0.63209313,0.44129795,0.5005354,-0.0662734,-0.49757925,0.5516945,-0.40946284,170
172,15823480,15823480,2507928,1492,345803922,9780345803920.0,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877.0,Анна Каренина,Anna Karenina,eng,4.02,297472,472796,18064,11738,26945,88365,158179,187569,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg,-0.31797835,-0.14672601,-0.57765776,0.5576267,0.6221967,0.417199,0.049398344,0.59999275,0.08105514,-0.5927299,0.31084037,-0.5150636,0.58824944,-0.5738304,0.5809924,-0.52827454,-0.6643343,0.6306358,0.5444676,-0.5212354,-0.38020572,-0.63304704,0.60605013,-0.52571756,0.5618177,-0.61617744,0.5278394,0.56892735,-0.9569955,-0.58773726,0.57614225,-0.53033435,171
173,227463,227463,23596,283,393312836,9780393312840.0,Anthony Burgess,1962.0,A Clockwork Orange,A Clockwork Orange,eng,3.98,431195,454391,9958,14741,24244,84863,163488,167055,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg,-0.23897079,-1.0589963,-0.5267054,0.5449213,0.5526263,0.41225624,0.15966463,0.5790789,0.34811455,-0.59178406,0.5042241,-0.60127705,0.5620437,-0.5465631,0.57116467,-0.5759945,-0.6467877,0.6278769,0.5248025,-0.5562154,-0.38824427,-0.5311419,0.4966092,-0.49901986,0.5481619,-0.6363673,0.48460922,0.6380054,-1.0224022,-0.5130461,0.5792883,-0.26090834,172
174,1812457,1812457,2666268,134,964729237,9780964729230.0,William Paul Young,2007.0,The Shack: Where Tragedy Confronts Eternity,The Shack,eng,3.74,419539,438292,29377,35734,42977,84751,111923,162907,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg,-0.37852174,0.60750103,-0.4255629,0.46619764,0.3869672,0.4543177,0.41852492,0.49273056,0.3772161,-0.5412118,0.3963404,-0.4332529,0.47604126,-0.34503937,0.45984575,-0.4497003,-0.5359807,0.4449394,0.45995834,-0.44476908,-0.43907917,-0.38062987,0.4055362,-0.40244654,0.47757924,-0.51300925,0.38330293,0.46252728,0.763474,-0.33372357,0.47685003,-0.2777301,173
175,4502507,4556058,4551489,87,739380338,9780739380340.0,Rick Riordan,2009.0,The Last Olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,397500,499510,17693,2098,6501,45208,133168,312535,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg,-0.5647774,0.6925077,-0.5510691,0.49087054,0.5336647,0.52022505,0.6576883,0.5180845,0.55338496,-0.63499904,0.5790473,-0.5160096,0.50431216,-0.5012183,0.59605354,-0.5593797,-0.57736236,0.5568076,0.52304083,-0.54951155,-0.54974735,-0.35362214,0.35093454,-0.45830265,0.57045186,-0.59599215,0.38990557,0.5796739,0.77895343,-0.40469554,0.54455125,0.28117755,174
176,18342,830502,150259,7,451169514,9780451169520.0,Stephen King,1986.0,It,It,en-US,4.18,292592,479381,11698,8464,19610,75841,148672,226794,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg,-0.31566456,-0.2694231,-0.5514325,0.545978,0.53370225,0.3354458,0.33298257,0.6182802,0.3116508,-0.6186065,0.54633015,-0.5798996,0.49610263,-0.43497926,0.59709567,-0.5829959,-0.6310541,0.57863736,0.56333035,-0.5021695,-0.46551272,-0.5851606,0.5131823,-0.5154062,0.574752,-0.62038857,0.47092545,0.60068035,0.2522333,-0.41978806,0.5504811,-0.23107241,175
177,7144,7144,3393917,1714,143058142,9780143058140.0,"Fyodor Dostoyevsky, David McDuff",1866.0,Преступление и наказание,Crime and Punishment,eng,4.18,380903,444675,12605,9477,20078,64050,137104,213966,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg,-0.347466,-0.5723914,-0.51716834,0.5537649,0.60765874,0.41838,0.10078133,0.6112123,0.16580702,-0.6237573,0.3626206,-0.57026136,0.5779018,-0.580624,0.5517665,-0.55910033,-0.64795506,0.6210217,0.5220051,-0.56757927,-0.37591872,-0.6480288,0.5581959,-0.5532636,0.59824085,-0.6264364,0.57194453,0.56209695,-1.3810129,-0.57352746,0.60747916,-0.48537248,176
178,6514,6514,1385044,246,61148512,9780061148510.0,Sylvia Plath,1963.0,The Bell Jar,The Bell Jar,en-US,3.98,401605,442157,15963,8266,23983,92408,162216,155284,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg,-0.3337633,-0.11315818,-0.54848135,0.5223744,0.57875293,0.37834948,0.124179654,0.6220792,0.114546716,-0.63847554,0.35902867,-0.55626684,0.5538485,-0.50257266,0.5896644,-0.57968926,-0.624768,0.59521353,0.5150095,-0.5372161,-0.4325153,-0.5620343,0.5495801,-0.4883315,0.5841717,-0.6036104,0.49660897,0.5349373,-0.6170679,-0.54373467,0.59728473,-0.40156353,177
179,252577,252577,2883783,184,7205236,9780007205230.0,Frank McCourt,1996.0,Angela's Ashes: A Memoir,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,392103,419746,9798,7657,18327,73550,155775,164437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.30158538,0.26174876,-0.5591714,0.5557484,0.5976653,0.33945075,0.029763347,0.6565419,-0.028548965,-0.6300137,0.37453234,-0.5657712,0.5675426,-0.5408356,0.5762647,-0.5416423,-0.71450007,0.61804533,0.54615855,-0.53938085,-0.43205604,-0.61566085,0.5647019,-0.47055587,0.577339,-0.6120614,0.51784545,0.583741,0.0456704,-0.5064165,0.58389604,-0.48268694,178
180,52036,52036,4840290,972,553208845,9780553208850.0,"Hermann Hesse, Hilda Rosner",1922.0,Siddhartha,Siddhartha,eng,3.99,372099,418653,11518,10229,25529,83698,138837,160360,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg,-0.26956865,-0.40145904,-0.49033266,0.5164949,0.5525535,0.451388,0.19910067,0.55766046,0.2606646,-0.5902554,0.4266562,-0.5141871,0.5367125,-0.5221505,0.5728493,-0.57265234,-0.62867224,0.5657641,0.5225549,-0.5837477,-0.4383619,-0.6197867,0.5515087,-0.54499644,0.57978225,-0.6503644,0.5216107,0.53920287,-0.7518896,-0.5278818,0.5850519,-0.46391016,179
181,168642,168642,1940709,223,679745580,9780679745590.0,Truman Capote,1965.0,In Cold Blood,In Cold Blood,eng,4.05,381652,401839,11754,10639,17836,70857,144616,157891,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg,-0.30299053,-0.19148551,-0.5627364,0.56526583,0.6001078,0.43041065,0.060486384,0.62582964,0.14348634,-0.6141145,0.4011136,-0.59016216,0.5603233,-0.53951347,0.62036777,-0.5411759,-0.67038804,0.63353705,0.5683469,-0.54517496,-0.44604206,-0.62411445,0.5785378,-0.5333535,0.613739,-0.6520219,0.53195226,0.5938087,-0.5364049,-0.5783916,0.63283736,-0.48727772,180
182,6304335,6304335,6488966,119,316042676,9780316042670.0,"Kami Garcia, Margaret Stohl",2009.0,Beautiful Creatures,"Beautiful Creatures (Caster Chronicles, #1)",eng,3.76,436093,458518,20808,19917,43525,113352,132492,149232,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg,-0.40785733,0.5686553,-0.41948193,0.43669644,0.45789388,0.47570294,0.46943638,0.4220245,0.4411033,-0.453795,0.4352395,-0.41242996,0.43576747,-0.33719867,0.4792489,-0.4669335,-0.43642753,0.4600769,0.43705738,-0.43257174,-0.5037966,-0.37281027,0.28825474,-0.3455421,0.4640338,-0.46391857,0.30878404,0.46931326,0.630546,-0.33701342,0.46872517,-0.08973714,181
183,7171637,7171637,6674837,103,1416975861,9781416975860.0,Cassandra Clare,2010.0,Clockwork Angel,"Clockwork Angel (The Infernal Devices, #1)",eng,4.33,490890,515759,24385,8364,15544,61409,140928,289514,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg,-0.5549532,0.8001137,-0.52664906,0.48818886,0.52686054,0.52625275,0.58338237,0.50287896,0.47358522,-0.5708097,0.5590234,-0.49664876,0.53944635,-0.42306563,0.5314424,-0.59857696,-0.5414112,0.5518055,0.52866465,-0.4850516,-0.55953544,-0.33525965,0.26014712,-0.52098554,0.54180306,-0.59220546,0.30465183,0.55169654,0.83387977,-0.3844758,0.52577925,0.19219863,182
184,39988,39988,1015554,242,141301066,9780141301070.0,"Roald Dahl, Quentin Blake",1988.0,Matilda,Matilda,eng,4.29,440743,463491,11053,4277,10823,64536,152003,231852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.42979458,0.17944348,-0.581227,0.5864478,0.6144587,0.3965223,0.27572307,0.6168438,0.20964265,-0.5823699,0.4583159,-0.58009,0.6007703,-0.55504936,0.60767776,-0.5806003,-0.70486885,0.6317452,0.5510402,-0.5902418,-0.45646355,-0.5790798,0.56347615,-0.52219665,0.62113225,-0.65684533,0.5222898,0.58737,-0.13833436,-0.55434936,0.6064294,-0.43422347,183
185,9361589,9361589,14245059,119,385534639,9780385534640.0,Erin Morgenstern,2011.0,The Night Circus,The Night Circus,eng,4.03,429543,474826,54008,11349,28650,84254,159596,190977,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg,-0.43672752,0.0803591,-0.60499,0.5443698,0.58871293,0.43243995,0.41996586,0.58854747,0.28767344,-0.6016912,0.5454909,-0.5799099,0.55303746,-0.52953076,0.5981418,-0.5646391,-0.617035,0.5480171,0.53938353,-0.52403456,-0.42452234,-0.45666566,0.49791202,-0.52545226,0.5387117,-0.66430384,0.48572975,0.60916644,0.3850309,-0.46473294,0.5489047,-0.100445546,184
186,37470,37470,3248536,111,743227441,9780743227440.0,Philippa Gregory,2001.0,The Other Boleyn Girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,381080,399223,15846,5311,16716,78620,153807,144769,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg,-0.32003197,0.9277996,-0.50426334,0.5317449,0.46298876,0.29831606,0.19266884,0.5938955,-0.0220015,-0.63768727,0.36807653,-0.45480943,0.5375387,-0.35055378,0.54296035,-0.47537786,-0.62101483,0.5745332,0.49500266,-0.4853634,-0.47577512,-0.44096753,0.49598062,-0.3580414,0.55615145,-0.6265902,0.37092993,0.56579477,1.0529495,-0.3534985,0.5606333,-0.36746594,185
187,24770,24770,2895388,98,689865384,9780689865380.0,Scott Westerfeld,2005.0,Uglies,"Uglies (Uglies, #1)",eng,3.86,449073,464589,21234,15531,34808,106086,151540,156624,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg,-0.4780743,0.5637546,-0.43261668,0.47321257,0.48483768,0.53285855,0.56336176,0.47412243,0.52102077,-0.4878413,0.5089416,-0.46452683,0.44485322,-0.36257765,0.5254793,-0.46325544,-0.49990046,0.5085898,0.46822336,-0.48417065,-0.47623616,-0.3477699,0.29516774,-0.37201098,0.48986337,-0.52949214,0.35595864,0.51970327,0.66585124,-0.3581493,0.5150065,-0.039518155,186
188,10664113,10664113,2936175,115,,,George R.R. Martin,2011.0,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,424618,20072,2399,10150,53744,147136,211189,https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg,-0.36297867,-0.0016350789,-0.60472864,0.6030844,0.5878616,0.48512554,0.39687356,0.5600843,0.33807823,-0.60987276,0.5767372,-0.60180664,0.58361256,-0.514294,0.62637997,-0.58918935,-0.68795747,0.6234981,0.5916583,-0.6051355,-0.38734102,-0.5517804,0.5048567,-0.57480067,0.544925,-0.6771299,0.43655464,0.6273463,0.5636909,-0.38698736,0.60345405,-0.014180576,187
189,33,33,3462456,380,618640150,9780618640160.0,J.R.R. Tolkien,1955.0,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,436346,9365,4807,9577,37552,106818,277592,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg,-0.37175736,-0.48779577,-0.6728504,0.62432706,0.657624,0.5722605,0.44252595,0.6280529,0.35245174,-0.7212584,0.64573634,-0.6297844,0.6327649,-0.60853076,0.6751822,-0.6878366,-0.74687594,0.67615813,0.5717132,-0.6824627,-0.47434175,-0.60457003,0.58857805,-0.6443058,0.6276972,-0.71670455,0.54652977,0.66801274,-0.0906278,-0.5247889,0.6551743,-0.16294631,188
190,12262741,12262741,17237712,101,307592731,9780307592740.0,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,420903,34444,8344,22137,85489,165482,139451,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg,-0.36183277,0.32393134,-0.5307186,0.5116292,0.55617464,0.3681933,0.26705226,0.55250424,0.103956446,-0.60174036,0.41453552,-0.536815,0.58755994,-0.45319718,0.5555336,-0.49549904,-0.5965949,0.5487453,0.5169685,-0.51447105,-0.47015956,-0.51218337,0.5375468,-0.46045914,0.5307231,-0.57924914,0.4699996,0.54392195,0.33445266,-0.51625216,0.54365987,-0.37871903,189
191,472331,472331,4358649,90,930289234,9780930289230.0,"Alan Moore, Dave Gibbons, John Higgins",1987.0,Watchmen,Watchmen,en-US,4.35,398018,409323,10851,6349,11732,44847,116877,229518,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg,-0.32923505,-0.7385617,-0.6053719,0.5568373,0.5663858,0.49415374,0.3404486,0.60236907,0.44211662,-0.63942695,0.5560749,-0.6055648,0.5719884,-0.55634916,0.57843155,-0.57735217,-0.6409453,0.6242738,0.536232,-0.57681876,-0.45336896,-0.60465467,0.52093697,-0.59499294,0.55613106,-0.66598374,0.52543956,0.6161214,-0.4488866,-0.5465567,0.56048095,-0.26771763,190
192,186074,186074,2502879,123,075640407X,9780756404080.0,Patrick Rothfuss,2007.0,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,400101,449372,28631,5605,8582,28480,95470,311235,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg,-0.33479556,-0.3631569,-0.61700344,0.63378257,0.5639794,0.56711113,0.5087565,0.5942169,0.53045624,-0.6825839,0.624695,-0.63329715,0.61833197,-0.54296637,0.66763335,-0.60874885,-0.690233,0.63924074,0.5369186,-0.59659064,-0.43597013,-0.5714484,0.592421,-0.6542791,0.5657689,-0.69004995,0.47138306,0.65654176,0.4820756,-0.49963292,0.6198312,-0.114314266,191
193,3228917,3228917,3364437,120,316017922,9780316017920.0,Malcolm Gladwell,2008.0,Outliers: The Story of Success,Outliers: The Story of Success,en-US,4.11,353011,369126,19383,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg,-0.36540875,0.2979765,-0.53233093,0.52170223,0.5411306,0.4342817,0.25987244,0.617349,0.24881157,-0.5898436,0.47596502,-0.5599142,0.56798464,-0.49604738,0.5829023,-0.55111575,-0.59567064,0.55951166,0.50847936,-0.5664442,-0.44660512,-0.5314143,0.54737604,-0.48335874,0.55439764,-0.5872622,0.47143894,0.5688528,0.45472437,-0.46524125,0.5701097,-0.35054633,192
194,153747,153747,2409320,1823,142437247,9780142437250.0,"Herman Melville, Andrew Delbanco, Tom Quirk",1851.0,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",eng,3.46,358050,397963,11223,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg,-0.23126063,-0.8254684,-0.48433247,0.5128974,0.45439836,0.4341094,0.103787795,0.5282814,0.32901132,-0.5113615,0.35488725,-0.49172008,0.49161986,-0.5372876,0.5232715,-0.52238953,-0.513975,0.5557856,0.51221323,-0.49376583,-0.35646614,-0.5465067,0.4898963,-0.5308141,0.50167185,-0.5530691,0.53857404,0.5393103,-1.4595515,-0.5486083,0.47826156,-0.49413583,193
195,2728527,2728527,2754161,116,385340990,9780385340990.0,"Mary Ann Shaffer, Annie Barrows",2008.0,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,423672,39853,7190,17250,68942,155107,175183,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg,-0.43961257,0.40445763,-0.5827022,0.55400527,0.5496014,0.34960207,0.20045236,0.6246948,0.106078655,-0.6572411,0.3790574,-0.58016485,0.5809274,-0.50013965,0.5575256,-0.5642251,-0.69593525,0.6163256,0.60334176,-0.5361189,-0.48078164,-0.5518536,0.53675467,-0.47708833,0.5924911,-0.6480959,0.44615138,0.55954623,0.50540346,-0.5183235,0.5910885,-0.38312638,194
196,5759,5759,68729,162,393327345,9780393327340.0,Chuck Palahniuk,1996.0,Fight Club,Fight Club,eng,4.2,365349,388654,11176,4578,12632,58110,139554,173780,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg,-0.31355792,-0.38220254,-0.56039375,0.56629443,0.57686543,0.47166327,0.3135228,0.5778876,0.40084803,-0.5939138,0.49929857,-0.59371454,0.5445195,-0.5269773,0.61488247,-0.57639545,-0.68516445,0.6160478,0.56562746,-0.57380134,-0.43180624,-0.5280762,0.48740077,-0.5856684,0.59567916,-0.64943206,0.48570633,0.61505795,-0.034004286,-0.52540267,0.5718212,-0.29724997,195
197,301082,301082,479517,109,441008534,9780441008540.0,Charlaine Harris,2001.0,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,444824,16818,11330,25781,96290,148326,163097,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg,-0.4539462,0.8619784,-0.39416903,0.5123675,0.44020835,0.52102304,0.4629977,0.50960803,0.42276803,-0.54076695,0.4846881,-0.4610634,0.48479545,-0.3635996,0.4834143,-0.53942573,-0.5553044,0.5506535,0.4757733,-0.50513047,-0.53222865,-0.3865105,0.37527505,-0.42168123,0.5316851,-0.5056481,0.3061067,0.5309351,0.9067036,-0.23293802,0.50792,-0.36378482,196
198,11486,11486,3300573,155,671727796,9780671727800.0,Alice Walker,1982.0,The Color Purple,The Color Purple,eng,4.17,376766,400965,9485,6298,14477,62380,140835,176975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.34335536,0.28660637,-0.60212696,0.5800939,0.6145322,0.34110534,-0.0149423545,0.6167313,-0.09536484,-0.67110527,0.42209342,-0.59412044,0.5552091,-0.5530899,0.59488857,-0.55386955,-0.68081695,0.64338243,0.63827026,-0.5683117,-0.40937996,-0.60063887,0.6080871,-0.45630953,0.62947094,-0.6789658,0.4673492,0.6254018,-0.1339998,-0.5921876,0.6314371,-0.48927215,197
199,12691,12691,14961,119,739461192,9780739461200.0,John Grogan,2005.0,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,379348,13407,5485,14940,68532,131536,158855,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg,-0.40619084,0.7056743,-0.5172754,0.5245911,0.50874794,0.4421925,0.38222736,0.5444819,0.26649743,-0.5640717,0.42920783,-0.5080942,0.48651278,-0.383115,0.55247736,-0.5079335,-0.6286368,0.53796804,0.5356527,-0.49965984,-0.49641535,-0.44990596,0.4862394,-0.44856924,0.55796444,-0.6103343,0.39720058,0.553377,0.77837306,-0.39949512,0.54110247,-0.33540288,198
200,16299,16299,3038872,474,312330871,9780312330870.0,Agatha Christie,1939.0,Ten Little Niggers,And Then There Were None,eng,4.23,408983,456680,17264,6134,12476,66243,156306,215521,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg,-0.42296702,0.14300407,-0.5833153,0.55346847,0.5777701,0.4544938,0.30184144,0.5941343,0.29676053,-0.6083677,0.48540592,-0.55682284,0.5564798,-0.5204098,0.5709969,-0.5933465,-0.6190841,0.6162481,0.5449724,-0.5435355,-0.3987434,-0.54221755,0.52228045,-0.52297527,0.6128205,-0.64510095,0.45992506,0.5492025,0.1417909,-0.51754105,0.5671134,-0.29474956,199
